"Year","wk","brand","country","channel","fc","season","salesUnits","air","aur","auc","recUnits","recCost","recRtl","recAIR","recAUC","sohAdjust","storeInv","dcInv","transIn","transOut","RtlSales","Cogs"
2017,36,"Crazy 8","USA","Web","GY C8 17 SWIM 4","Summer",106,$17.04,$6.58,$4.42,,,,,,2,666,,106,106,$697.00,$468.00
2017,36,"Crazy 8","USA","Web","GY C8 17 TRANS CAP","Summer",2966,$15.67,$3.77,$2.71,,,,,,-17,10800,,2994,2999,$11168.00,$8052.00
2017,36,"Crazy 8","USA","Web","GY C8 17 UNIFORM CAP","Basics",172,$17.33,$8.00,$4.28,,,,,,0,13477,,185,186,$1376.00,$737.00
2017,36,"Crazy 8","USA","Web","GY C8 17 VDAY CAP","Spring",3,$14.21,$4.00,$2.67,,,,,,,16,,3,3,$12.00,$8.00
2017,36,"Crazy 8","USA","Web","GY C8 17 WTR","Winter",,$0.00,$0.00,$0.00,130932,$387528.70,$1846712.16,$14.10,$2.96,-10,258058,,,,,
2017,36,"Crazy 8","USA","Web","GY C8 17 WTR DOORBUSTER","Winter",,$0.00,$0.00,$0.00,80050,$240665.82,$1451171.00,$18.13,$3.01,-8,115384,,,,,
2017,36,"Crazy 8","USA","Web","GY C8 18 UNIFORM CAP","Basics",268,$18.99,$9.10,$4.41,,,,,,-2,26146,,298,294,$2440.00,$1181.00
2017,36,"Crazy 8","USA","Web","GY C8 YRLY BASICS","Basics",2254,$15.04,$7.49,$4.02,7340,$23228.19,$108458.20,$14.78,$3.16,-662,124895,,2351,2350,$16891.00,$9057.00
2017,36,"Crazy 8","USA","Web","GY C8 YRLY DENIM","Basics",3741,$19.13,$9.23,$5.54,40467,$223646.83,$769662.96,$19.02,$5.53,-655,145379,,4011,3974,$34529.00,$20736.00
2017,36,"Crazy 8","USA","Web","Old","Old",39037,$19.31,$9.04,$4.38,20115,$96365.33,$437179.20,$21.73,$4.79,-593,1351802,,41228,40180,$352797.00,$171175.00
2017,36,"Crazy 8","USA","Web","Winter 17","Winter 17",,,,,250175,$972996.57,$4465126.24,$17.85,$3.89,0,266363,,,,,
2017,36,"Gymboree","Canada","Retail","GY 17 BTS","Fall",6386,$30.23,$7.23,$5.10,,,,,,-14,25317,,,,$46197.00,$32545.00
2017,36,"Gymboree","Canada","Retail","GY 17 CAP","Summer",463,$25.59,$3.52,$4.64,,,,,,-2,3061,,,,$1629.00,$2150.00
2017,36,"Gymboree","Canada","Retail","GY 17 DRSY CAP","Spring",247,$24.00,$3.41,$4.09,,,,,,,5875,,,,$843.00,$1009.00
2017,36,"Gymboree","Canada","Retail","GY 17 FAL","Fall",19592,$29.75,$9.50,$5.13,,,,,,-26,126894,,1982,,$186079.00,$100508.00
2017,36,"Gymboree","Canada","Retail","GY 17 FALL 1","Fall",13136,$33.66,$8.98,$5.53,,,,,,-23,32856,,1014,,$118015.00,$72677.00
2017,36,"Gymboree","Canada","Retail","GY 17 FALL 2","Fall",17820,$31.13,$10.47,$5.09,,,,,,-13,90673,,8,,$186554.00,$90726.00
2017,36,"Gymboree","Canada","Retail","GY 17 FALL 3","Fall",9298,$39.20,$23.09,$6.45,,,,,,-18,138642,,3590,,$214734.00,$59941.00
2017,36,"Gymboree","Canada","Retail","GY 17 FALL 4","Fall",9121,$34.28,$20.36,$5.44,,,,,,-984,88702,,17,,$185713.00,$49650.00
2017,36,"Gymboree","Canada","Retail","GY 17 FALL BASICS","Basics",9047,$24.00,$8.19,$4.48,,,,,,-16,69694,,3752,,$74052.00,$40549.00
2017,36,"Gymboree","Canada","Retail","GY 17 HO HO SHOP","Fall",1215,$31.74,$18.72,$5.37,,,,,,-57,88646,,89919,,$22741.00,$6528.00
2017,36,"Gymboree","Canada","Retail","GY 17 HOL","Winter",662,$40.09,$23.72,$6.71,,,,,,-2,10511,,6944,,$15704.00,$4445.00
2017,36,"Gymboree","Canada","Retail","GY 17 JAN CAP","Winter",128,$29.18,$4.53,$4.98,,,,,,-4,3219,,,,$580.00,$638.00
2017,36,"Gymboree","Canada","Retail","GY 17 SM2","Summer",767,$30.41,$4.35,$5.45,,,,,,-6,7774,,,,$3335.00,$4180.00
2017,36,"Gymboree","Canada","Retail","GY 17 SM3","Summer",1308,$33.07,$3.67,$5.75,,,,,,-8,12011,,,,$4805.00,$7522.00
2017,36,"Gymboree","Canada","Retail","GY 17 SM4","Summer",1165,$29.47,$3.37,$5.23,,,,,,-7,10738,,,,$3926.00,$6097.00
2017,36,"Gymboree","Canada","Retail","GY 17 SMR","Summer",1522,$20.10,$2.53,$3.38,,,,,,-8,15520,,,,$3850.00,$5140.00
2017,36,"Gymboree","Canada","Retail","GY 17 SPR","Spring",208,$15.90,$2.87,$2.79,,,,,,-1,5759,,,,$596.00,$581.00
2017,36,"Gymboree","Canada","Retail","GY 17 SPR 1","Spring",77,$35.50,$4.71,$6.60,,,,,,-4,3635,,,,$363.00,$508.00
2017,36,"Gymboree","Canada","Retail","GY 17 SPR 2","Spring",84,$28.84,$4.77,$5.56,,,,,,-1,4196,,,,$401.00,$467.00
2017,36,"Gymboree","Canada","Retail","GY 17 SPR VAC","Spring",125,$28.02,$4.22,$4.55,,,,,,-2,4545,,,,$527.00,$569.00
2017,36,"Gymboree","Canada","Retail","GY 17 SPRING BASICS","Basics",473,$18.97,$3.29,$3.54,,,,,,-4,6349,,,,$1558.00,$1673.00
2017,36,"Gymboree","Canada","Retail","GY 17 SUM 1","Spring",97,$30.40,$4.68,$5.32,,,,,,-1,2682,,,,$454.00,$516.00
2017,36,"Gymboree","Canada","Retail","GY 17 SWIM 1","Spring",30,$29.48,$5.13,$5.17,,,,,,,424,,,,$154.00,$155.00
2017,36,"Gymboree","Canada","Retail","GY 17 SWIM 2","Spring",36,$27.42,$4.83,$5.00,,,,,,-1,655,,,,$174.00,$180.00
2017,36,"Gymboree","Canada","Retail","GY 17 SWIM 3","Summer",37,$28.33,$4.35,$5.14,,,,,,-16,507,,,,$161.00,$190.00
2017,36,"Gymboree","Canada","Retail","GY 17 TRANS","Summer",2437,$30.25,$6.33,$5.33,,,,,,-101,16712,,,,$15418.00,$12994.00
2017,36,"Gymboree","Canada","Retail","GY 17 WINTER 1","Winter",1,$43.95,$26.00,$8.00,,,,,,,21,,22,,$26.00,$8.00
2017,36,"Gymboree","Canada","Retail","GY YRLY BASICS","Basics",2089,$19.93,$13.24,$4.27,,,,,,-12,48281,,2001,,$27653.00,$8922.00
2017,36,"Gymboree","Canada","Retail","GY YRLY DENIM","Basics",576,$40.68,$25.77,$8.29,,,,,,-4,30331,,468,,$14843.00,$4776.00
2017,36,"Gymboree","Canada","Retail","GY YRLY UNIFORM","Basics",374,$34.51,$9.11,$8.06,,,,,,-1,6746,,,,$3408.00,$3013.00
2017,36,"Gymboree","Canada","Retail","Old","Old",96186,$31.54,$11.60,$5.31,,,,,,-619,817276,,14006,,$1115969.00,$510453.00
2017,36,"Gymboree","Canada","Retail","Winter 17","Winter 17",942,$31.90,$15.04,$5.49,,,,,,-7,7582,,34,,$14170.00,$5172.00
2017,36,"Gymboree","USA","Outlet","GY 17 BTS","Fall",5,$12.75,$3.40,$2.00,,,,,,,-8,,,,$17.00,$10.00
2017,36,"Gymboree","USA","Outlet","GY 17 CAP","Summer",,$0.00,$0.00,$0.00,,,,,,,0,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 DRSY CAP","Spring",,$0.00,$0.00,$0.00,,,,,,,-12,,,1,,
2017,36,"Gymboree","USA","Outlet","GY 17 FAL","Fall",2,($3.55),($3.50),($0.50),,,,,,,-56,,,,($7.00),($1.00)
2017,36,"Gymboree","USA","Outlet","GY 17 FALL 1","Fall",2,$28.45,$12.50,$5.00,,,,,,-1,-11,,,,$25.00,$10.00
2017,36,"Gymboree","USA","Outlet","GY 17 FALL 2","Fall",,$0.00,$0.00,$0.00,,,,,,,-5,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 FALL 3","Fall",1,$36.95,$22.00,$5.00,,,,,,,-4,,,1,$22.00,$5.00
2017,36,"Gymboree","USA","Outlet","GY 17 FALL 4","Fall",,$0.00,$0.00,$0.00,,,,,,,-5,,,1,,
2017,36,"Gymboree","USA","Outlet","GY 17 FALL BASICS","Basics",-1,$12.95,$13.00,$3.00,,,,,,,2,,,,($13.00),($3.00)
2017,36,"Gymboree","USA","Outlet","GY 17 HO HO SHOP","Fall",,$0.00,$0.00,$0.00,,,,,,,-2,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 HOL","Winter",,$0.00,$0.00,$0.00,,,,,,,-2,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 JAN CAP","Winter",1,$16.95,$10.00,$2.00,,,,,,,-20,,,,$10.00,$2.00
2017,36,"Gymboree","USA","Outlet","GY 17 SM2","Summer",,$0.00,$0.00,$0.00,,,,,,,-3,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 SM3","Summer",,$0.00,$0.00,$0.00,,,,,,,5,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 SM4","Summer",,$0.00,$0.00,$0.00,,,,,,,-1,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 SMR","Summer",,$0.00,$0.00,$0.00,,,,,,,-3,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 SPR","Spring",,$0.00,$0.00,$0.00,,,,,,,-55,,,1,,
2017,36,"Gymboree","USA","Outlet","GY 17 SPR 1","Spring",,$0.00,$0.00,$0.00,,,,,,-1,-26,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 SPR 2","Spring",,$0.00,$0.00,$0.00,,,,,,,-30,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 SPR VAC","Spring",1,$26.95,$11.00,$4.00,,,,,,-1,-27,,,,$11.00,$4.00
2017,36,"Gymboree","USA","Outlet","GY 17 SPRING BASICS","Basics",1,$14.95,$9.00,$2.00,,,,,,,-23,,,,$9.00,$2.00
2017,36,"Gymboree","USA","Outlet","GY 17 SUM 1","Spring",,$0.00,$0.00,$0.00,,,,,,,-3,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 SWIM 1","Spring",,$0.00,$0.00,$0.00,,,,,,,-7,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 SWIM 2","Spring",,$0.00,$0.00,$0.00,,,,,,,-7,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 SWIM 3","Summer",1,$22.95,$2.00,$5.00,,,,,,,-4,,,,$2.00,$5.00
2017,36,"Gymboree","USA","Outlet","GY 17 TRANS","Summer",,$0.00,$0.00,$0.00,,,,,,,-3,,,,,
2017,36,"Gymboree","USA","Outlet","GY 17 WINTER 1","Winter",,$0.00,$0.00,$0.00,,,,,,,-1,,,1,,
2017,36,"Gymboree","USA","Outlet","GY 17 WINTER 2","Winter",,$0.00,$0.00,$0.00,,,,,,,-3,,,,,
2017,36,"Gymboree","USA","Outlet","GY YRLY BASICS","Basics",35,$5.66,$4.00,$1.57,,,,,,,-433,,,,$140.00,$55.00
2017,36,"Gymboree","USA","Outlet","GY YRLY DENIM","Basics",-1,$32.95,$33.00,$6.00,,,,,,,-3,,,3,($33.00),($6.00)
2017,36,"Gymboree","USA","Outlet","GY YRLY UNIFORM","Basics",3,$24.28,$11.00,$6.00,,,,,,,-27,,,2,$33.00,$18.00
2017,36,"Gymboree","USA","Outlet","Old","Old",33,$36.37,$10.88,$8.52,,,,,,-10,-20,,,,$359.00,$281.00
2017,36,"Gymboree","USA","Outlet","Winter 17","Winter 17",0,,,,,,,,,,-24,,,,$15.00,$1.00
2017,36,"Gymboree","USA","Retail","GY 17 BTS","Fall",22526,$24.62,$7.03,$4.12,,,,,,-83,209147,6390,,41,$158412.00,$92917.00
2017,36,"Gymboree","USA","Retail","GY 17 CAP","Summer",1396,$20.76,$5.91,$3.60,,,,,,-96,36325,4351,401,175,$8252.00,$5024.00
2017,36,"Gymboree","USA","Retail","GY 17 DRSY CAP","Spring",282,$23.70,$4.47,$3.80,,,,,,-15,17109,37264,,17,$1261.00,$1071.00
2017,36,"Gymboree","USA","Retail","GY 17 FAL","Fall",76115,$22.96,$8.48,$3.99,,,,,,-437,1026217,331431,37787,79758,$645562.00,$303841.00
2017,36,"Gymboree","USA","Retail","GY 17 FALL 1","Fall",57801,$26.43,$8.43,$4.38,,,,,,-147,378215,17880,7501,10074,$487260.00,$253065.00
2017,36,"Gymboree","USA","Retail","GY 17 FALL 2","Fall",44783,$22.49,$8.87,$3.72,,,,,,-828,626310,321557,14517,133078,$397286.00,$166501.00
2017,36,"Gymboree","USA","Retail","GY 17 FALL 3","Fall",46847,$30.57,$16.86,$5.04,,,,,,-300,856799,639904,24105,28408,$789641.00,$236291.00
2017,36,"Gymboree","USA","Retail","GY 17 FALL 4","Fall",36935,$27.42,$15.33,$4.44,,,,,,238,526107,555917,43321,89211,$566277.00,$164013.00
2017,36,"Gymboree","USA","Retail","GY 17 FALL BASICS","Basics",32220,$19.57,$8.15,$3.45,,,,,,-268,488111,194295,20185,29192,$262481.00,$111214.00
2017,36,"Gymboree","USA","Retail","GY 17 HO HO SHOP","Fall",17432,$25.26,$14.08,$4.29,26050,$145035.24,$780197.50,$29.95,$5.57,-4490,558238,767259,579321,669240,$245502.00,$74828.00
2017,36,"Gymboree","USA","Retail","GY 17 HOL","Winter",4033,$25.57,$14.42,$4.10,225395,$972740.28,$5854960.25,$25.98,$4.32,48,81924,888211,45428,52780,$58155.00,$16525.00
2017,36,"Gymboree","USA","Retail","GY 17 JAN CAP","Winter",372,$24.42,$4.02,$4.14,,,,,,-15,9530,11451,,18,$1497.00,$1540.00
2017,36,"Gymboree","USA","Retail","GY 17 SM2","Summer",2758,$23.96,$4.31,$4.14,,,,,,-87,76398,2700,505,1190,$11882.00,$11415.00
2017,36,"Gymboree","USA","Retail","GY 17 SM3","Summer",2288,$23.64,$4.42,$3.92,,,,,,-97,74747,4053,270,1119,$10117.00,$8968.00
2017,36,"Gymboree","USA","Retail","GY 17 SM4","Summer",2449,$20.43,$3.39,$3.33,,,,,,-108,69927,6092,48,1377,$8291.00,$8151.00
2017,36,"Gymboree","USA","Retail","GY 17 SMR","Summer",9736,$12.52,$2.70,$2.22,,,,,,297,201288,6228,501,2511,$26254.00,$21580.00
2017,36,"Gymboree","USA","Retail","GY 17 SPR","Spring",6394,$6.52,$1.93,$1.34,,,,,,-62,69449,86607,,354,$12349.00,$8571.00
2017,36,"Gymboree","USA","Retail","GY 17 SPR 1","Spring",400,$27.26,$5.11,$4.72,,,,,,-33,23101,50933,,18,$2045.00,$1887.00
2017,36,"Gymboree","USA","Retail","GY 17 SPR 2","Spring",369,$27.46,$4.99,$4.91,,,,,,-26,21098,11638,1,42,$1843.00,$1810.00
2017,36,"Gymboree","USA","Retail","GY 17 SPR VAC","Spring",416,$22.38,$5.37,$3.85,,,,,,-25,31083,1164,,89,$2233.00,$1600.00
2017,36,"Gymboree","USA","Retail","GY 17 SPRING BASICS","Basics",1569,$17.97,$3.18,$3.21,,,,,,-46,46385,123745,117,376,$4989.00,$5039.00
2017,36,"Gymboree","USA","Retail","GY 17 SUM 1","Spring",233,$23.74,$5.08,$4.37,,,,,,-13,16064,19969,,47,$1184.00,$1019.00
2017,36,"Gymboree","USA","Retail","GY 17 SWIM 1","Spring",18,$25.06,$10.67,$4.28,,,,,,-2,1589,355,,10,$192.00,$77.00
2017,36,"Gymboree","USA","Retail","GY 17 SWIM 2","Spring",97,$23.05,$6.72,$4.21,,,,,,-14,5761,759,,38,$652.00,$408.00
2017,36,"Gymboree","USA","Retail","GY 17 SWIM 3","Summer",280,$22.32,$5.08,$4.40,,,,,,-6,10551,548,22,170,$1421.00,$1231.00
2017,36,"Gymboree","USA","Retail","GY 17 TRANS","Summer",9882,$25.59,$7.10,$4.39,,,,,,-215,145519,111848,,2978,$70208.00,$43370.00
2017,36,"Gymboree","USA","Retail","GY 17 WINTER 1","Winter",1,$19.95,$12.00,$3.00,496840,$2722274.45,$16285874.00,$32.78,$5.48,40,14,1334808,22,44,$12.00,$3.00
2017,36,"Gymboree","USA","Retail","GY 17 WINTER 2","Winter",,$0.00,$0.00,$0.00,19576,$65652.22,$516699.20,$26.39,$3.35,-1,-4,108655,,,,
2017,36,"Gymboree","USA","Retail","GY 18 SPR 1","Spring",,$0.00,$0.00,$0.00,,,,,,,-2,,,,,
2017,36,"Gymboree","USA","Retail","GY 18 SPR 2","Spring",,$0.00,$0.00,$0.00,,,,,,,-3,,,,,
2017,36,"Gymboree","USA","Retail","GY 18 SPR VACA","Spring",,$0.00,$0.00,$0.00,,,,,,,0,,,,,
2017,36,"Gymboree","USA","Retail","GY 18 SPRING BASICS","Basics",,$0.00,$0.00,$0.00,1015,$9564.35,$40549.25,$39.95,$9.42,,0,2702,,,,
2017,36,"Gymboree","USA","Retail","GY 18 SUM 1","Spring",,$0.00,$0.00,$0.00,,,,,,,-1,,,,,
2017,36,"Gymboree","USA","Retail","GY 18 VDAY","Winter",,$0.00,$0.00,$0.00,,,,,,,-1,,,,,
2017,36,"Gymboree","USA","Retail","GY WEBSTORE SKU","Other",,$0.00,$0.00,$0.00,,,,,,,17,0,,,,
2017,36,"Gymboree","USA","Retail","GY YRLY BASICS","Basics",9443,$526.76,$9.39,$3.05,,,,,,-139,310799,717625,10526,12555,$88708.00,$28845.00
2017,36,"Gymboree","USA","Retail","GY YRLY DENIM","Basics",4958,$32.84,$17.59,$6.50,,,,,,-18,204262,266542,4650,5121,$87223.00,$32239.00
2017,36,"Gymboree","USA","Retail","GY YRLY UNIFORM","Basics",447,$30.06,$7.80,$5.97,,,,,,-80,32256,58772,34,373,$3485.00,$2668.00
2017,36,"Gymboree","USA","Retail","Old","Old",356238,$24.21,$9.78,$4.08,57371,$205123.45,$1283464.45,$22.37,$3.58,-36723,5438307,5720328,232835,703949,$3482601.00,$1453156.00
2017,36,"Gymboree","USA","Retail","Winter 17","Winter 17",3036,$21.21,$9.47,$3.67,1428352,$5529524.98,$34264426.40,$23.99,$3.87,23,50462,1567179,419,348,$28762.00,$11135.00
2017,36,"Gymboree","USA","Web","GY 17 BTS","Fall",31880,$26.57,$6.78,$4.42,,,,,,-582,131958,,32360,32240,$216150.00,$141040.00
2017,36,"Gymboree","USA","Web","GY 17 CAP","Summer",2958,$21.60,$4.47,$3.76,,,,,,8,4670,,3013,2995,$13217.00,$11131.00
2017,36,"Gymboree","USA","Web","GY 17 DRSY CAP","Spring",2106,$25.68,$5.07,$4.12,,,,,,-101,16854,,2165,2150,$10672.00,$8676.00
2017,36,"Gymboree","USA","Web","GY 17 FAL","Fall",89553,$22.48,$6.84,$3.81,,,,,,-1830,882423,,90652,90436,$612876.00,$341020.00
2017,36,"Gymboree","USA","Web","GY 17 FALL 1","Fall",48185,$26.96,$8.30,$4.62,,,,,,-845,239217,,48856,48669,$400115.00,$222749.00
2017,36,"Gymboree","USA","Web","GY 17 FALL 2","Fall",24303,$28.04,$9.81,$4.63,,,,,,-527,284392,,24704,24603,$238362.00,$112498.00
2017,36,"Gymboree","USA","Web","GY 17 FALL 3","Fall",23087,$33.43,$17.35,$5.51,,,,,,-587,570930,,23368,23374,$400635.00,$127107.00
2017,36,"Gymboree","USA","Web","GY 17 FALL 4","Fall",16204,$28.66,$15.24,$4.70,,,,,,-3509,394293,,16243,16244,$246908.00,$76199.00
2017,36,"Gymboree","USA","Web","GY 17 FALL BASICS","Basics",17072,$25.24,$9.77,$4.72,,,,,,-426,293903,,17418,17319,$166783.00,$80524.00
2017,36,"Gymboree","USA","Web","GY 17 HO HO SHOP","Fall",1284,$23.67,$20.80,$3.97,,,,,,-6283,530199,,1286,1286,$26701.00,$5093.00
2017,36,"Gymboree","USA","Web","GY 17 HOL","Winter",1705,$24.53,$13.16,$4.45,141060,$566703.64,$3390479.00,$24.04,$4.02,-138,486322,,1734,1730,$22434.00,$7593.00
2017,36,"Gymboree","USA","Web","GY 17 JAN CAP","Winter",3,$20.28,$3.67,$2.67,,,,,,,-1,,6,3,$11.00,$8.00
2017,36,"Gymboree","USA","Web","GY 17 SM2","Summer",16458,$28.40,$5.11,$4.82,,,,,,-112,51136,,16691,16645,$84089.00,$79306.00
2017,36,"Gymboree","USA","Web","GY 17 SM3","Summer",13036,$25.74,$4.86,$4.23,,,,,,-119,57175,,13288,13249,$63357.00,$55080.00
2017,36,"Gymboree","USA","Web","GY 17 SM4","Summer",14193,$25.85,$4.83,$4.13,,,,,,-62,74938,,14446,14394,$68527.00,$58619.00
2017,36,"Gymboree","USA","Web","GY 17 SMR","Summer",42951,$16.91,$3.40,$2.65,,,,,,-599,268088,,43428,43335,$145985.00,$113755.00
2017,36,"Gymboree","USA","Web","GY 17 SPR","Spring",2319,$19.45,$4.16,$3.68,,,,,,-13,130400,,2645,2627,$9655.00,$8534.00
2017,36,"Gymboree","USA","Web","GY 17 SPR 1","Spring",661,$29.48,$5.76,$4.67,,,,,,-2,3638,,681,677,$3805.00,$3088.00
2017,36,"Gymboree","USA","Web","GY 17 SPR 2","Spring",723,$26.73,$5.66,$4.65,,,,,,-6,9838,,749,734,$4092.00,$3364.00
2017,36,"Gymboree","USA","Web","GY 17 SPR VAC","Spring",3047,$25.79,$5.25,$4.05,,,,,,-31,42509,,3136,3123,$15994.00,$12346.00
2017,36,"Gymboree","USA","Web","GY 17 SPRING BASICS","Basics",21096,$21.14,$4.32,$4.04,,,,,,-736,126086,,21455,21388,$91186.00,$85258.00
2017,36,"Gymboree","USA","Web","GY 17 SUM 1","Spring",1219,$24.91,$5.08,$4.26,,,,,,-12,18220,,1258,1248,$6190.00,$5196.00
2017,36,"Gymboree","USA","Web","GY 17 SWIM 1","Spring",632,$24.13,$5.33,$4.37,,,,,,-5,4882,,654,646,$3370.00,$2763.00
2017,36,"Gymboree","USA","Web","GY 17 SWIM 2","Spring",1208,$22.60,$5.55,$4.27,,,,,,12,15848,,1258,1250,$6710.00,$5162.00
2017,36,"Gymboree","USA","Web","GY 17 SWIM 3","Summer",1248,$24.07,$4.98,$4.54,,,,,,-7,9011,,1302,1285,$6214.00,$5663.00
2017,36,"Gymboree","USA","Web","GY 17 TRANS","Summer",28819,$24.78,$6.49,$4.17,,,,,,-450,163275,,29274,29170,$186934.00,$120282.00
2017,36,"Gymboree","USA","Web","GY 17 WINTER 1","Winter",,$0.00,$0.00,$0.00,326481,$1855886.20,$10993736.95,$33.67,$5.68,-1,773909,,,,,
2017,36,"Gymboree","USA","Web","GY 17 WINTER 2","Winter",,$0.00,$0.00,$0.00,13943,$51028.00,$380056.85,$27.26,$3.66,7,76015,,,,,
2017,36,"Gymboree","USA","Web","GY WEBSTORE SKU","Other",17,$8.82,$4.88,$2.29,,,,,,-2,1402,,17,17,$83.00,$39.00
2017,36,"Gymboree","USA","Web","GY YRLY BASICS","Basics",5223,$520.22,$7.82,$2.64,,,,,,82,359573,,5409,5360,$40852.00,$13795.00
2017,36,"Gymboree","USA","Web","GY YRLY DENIM","Basics",2472,$31.41,$16.55,$6.12,,,,,,-24,236019,,2711,2644,$40905.00,$15126.00
2017,36,"Gymboree","USA","Web","GY YRLY UNIFORM","Basics",10737,$21.37,$7.15,$4.57,,,,,,-225,337422,,11037,10961,$76722.00,$49065.00
2017,36,"Gymboree","USA","Web","Old","Old",317205,$24.73,$8.82,$4.18,25629,$91926.17,$571021.55,$22.28,$3.59,-22538,4760268,,321364,322290,$2797194.00,$1325294.00
2017,36,"Gymboree","USA","Web","Winter 17","Winter 17",2769,$27.69,$12.65,$5.01,758824,$3183533.27,$19713295.80,$25.98,$4.20,-129,788680,,2806,2811,$35016.00,$13864.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 4TH OF JULY","Summer",215,$30.89,$9.54,$5.30,,,,,,-3,2597,,522,,$2052.00,$1139.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 APR LAY SWIM","Seasonal Basics",46,$23.89,$7.37,$4.02,,,,,,,1031,,209,,$339.00,$185.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 APR SMR 1 A+B","Summer",886,$35.30,$11.98,$6.32,,,,,,-9,13644,,1533,,$10617.00,$5596.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 AUG FALL 1","Fall",3291,$39.32,$25.66,$7.23,,,,,,-3,38436,,2320,,$84442.00,$23787.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 AUG HALLOWEEN","Fall",933,$30.11,$18.32,$5.33,,,,,,-2,7292,,420,,$17096.00,$4969.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 DEC RESORT 2","Spring",110,$30.96,$8.16,$5.84,,,,,,1,1872,,409,,$898.00,$642.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 DEC SWIM","Seasonal Basics",71,$32.15,$8.58,$5.87,,,,,,,780,,332,,$609.00,$417.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 DEC VDAY","Spring",126,$36.48,$10.96,$6.63,,,,,,,1183,,488,,$1381.00,$836.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 FAL BASIC","Seasonal Basics",956,$40.90,$31.87,$8.21,,,,,,-1,18084,,1520,,$30470.00,$7849.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 FALL 0","Fall",4740,$36.75,$20.99,$6.74,,,,,,-6,62363,,6447,,$99503.00,$31959.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 FALL GIFTING LAY","Fall",-1,$44.00,$33.00,$9.00,,,,,,,2,,,,($33.00),($9.00)
2017,36,"Janie & Jack","USA","Outlet","JJ 17 FEB EASTER 1","Spring",802,$35.54,$10.68,$6.67,,,,,,-12,11155,,3871,,$8567.00,$5346.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 FEB EASTER GIFT LAY","Spring",60,$34.73,$10.45,$7.87,,,,,,-1,678,,629,,$627.00,$472.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 FEB SPR 2","Spring",261,$34.48,$10.10,$6.10,,,,,,-2,4446,,1433,,$2637.00,$1592.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 JAN SO SB1","Seasonal Basics",11,$72.27,$39.64,$12.55,,,,,,-4,473,,466,,$436.00,$138.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 JAN SPR GIFTING LAYETTE","Spring",54,$33.72,$10.31,$7.11,,,,,,,526,,471,,$557.00,$384.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 JAN SPRING 1","Spring",284,$29.42,$8.37,$5.27,,,,,,1,3418,,1345,,$2376.00,$1497.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 JAN SPRING TRANS","Spring",130,$33.48,$9.21,$5.72,,,,,,-1,2083,,709,,$1197.00,$743.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 JAN SWIM 2","Seasonal Basics",345,$30.45,$8.42,$5.14,,,,,,0,4141,,1238,,$2904.00,$1774.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 JULY TRANS 1","Summer",1816,$41.79,$16.10,$7.28,,,,,,-3,14710,,472,,$29246.00,$13218.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 JULY TRANS 3 GIRL ONLY","Fall",886,$35.69,$14.77,$6.09,,,,,,-1,8868,,334,,$13084.00,$5396.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 MAR EASTER 2 A+B","Spring",789,$32.85,$9.94,$5.95,,,,,,17,9461,,3908,,$7843.00,$4694.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 MAR SUMMER 0","Summer",548,$34.82,$11.15,$6.09,,,,,,5,7191,,396,,$6109.00,$3335.00
2017,36,"Janie & Jack","USA","Outlet","JJ 17 OCT HOLIDAY 2","Winter",6,$58.17,$51.67,$12.83,,,,,,,6523,,6034,,$310.00,$77.00
