"Year","wk","brand","country","channel","fc","season","salesUnits","air","aur","auc","recUnits","recCost","recRtl","recAIR","recAUC","sohAdjust","storeInv","dcInv","transIn","transOut","RtlSales","Cogs"
2017,24,"Gymboree","Canada","Retail","GY YRLY BASICS","Basics",1885,$17.90,$11.70,$3.93,,,,,,-8,42686,,2432,794,$22051.00,$7399.00
2017,24,"Gymboree","Canada","Retail","GY YRLY DENIM","Basics",621,$39.78,$22.96,$8.44,,,,,,,28182,,7388,245,$14261.00,$5244.00
2017,24,"Gymboree","Canada","Retail","GY YRLY UNIFORM","Basics",376,$34.81,$19.36,$8.12,,,,,,,10220,,,,$7280.00,$3054.00
2017,24,"Gymboree","Canada","Retail","Old","Old",93020,$25.83,$8.01,$4.59,,,,,,-22856,806773,,310999,,$744801.00,$427161.00
2017,24,"Gymboree","Canada","Retail","Winter 17","Winter 17",798,$33.21,$5.75,$5.82,,,,,,-472,6629,,,,$4591.00,$4645.00
2017,24,"Gymboree","USA","Outlet","GY 17 BTS","Fall",,$0.00,$0.00,$0.00,,,,,,,-1,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 CAP","Summer",,$0.00,$0.00,$0.00,,,,,,1,0,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 DRSY CAP","Spring",1,$19.95,$12.00,$3.00,,,,,,,-2,,,,$12.00,$3.00
2017,24,"Gymboree","USA","Outlet","GY 17 FAL","Fall",5,$10.35,$5.40,$1.40,,,,,,,-40,,,,$27.00,$7.00
2017,24,"Gymboree","USA","Outlet","GY 17 FALL 2","Fall",,$0.00,$0.00,$0.00,,,,,,,1,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 FALL 4","Fall",,$0.00,$0.00,$0.00,,,,,,,0,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 HOL","Winter",,$0.00,$0.00,$0.00,,,,,,,-1,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 JAN CAP","Winter",,$0.00,$0.00,$0.00,,,,,,,-19,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 SM2","Summer",,$0.00,$0.00,$0.00,,,,,,,-2,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 SM3","Summer",-2,$27.45,$16.50,$4.50,,,,,,-1,0,,,,($33.00),($9.00)
2017,24,"Gymboree","USA","Outlet","GY 17 SM4","Summer",,$0.00,$0.00,$0.00,,,,,,,-1,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 SMR","Summer",-2,$27.45,$16.50,$4.00,,,,,,,0,,,,($33.00),($8.00)
2017,24,"Gymboree","USA","Outlet","GY 17 SPR","Spring",,$0.00,$0.00,$0.00,,,,,,,-10,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 SPR 1","Spring",,$0.00,$0.00,$0.00,,,,,,,1,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 SPR 2","Spring",0,$0.00,$0.00,$0.00,,,,,,,-4,,,,$0.00,$0.00
2017,24,"Gymboree","USA","Outlet","GY 17 SPR VAC","Spring",-1,$10.95,$6.00,$1.00,,,,,,,1,,,,($6.00),($1.00)
2017,24,"Gymboree","USA","Outlet","GY 17 SPRING BASICS","Basics",-1,$26.95,$16.00,$6.00,,,,,,,-8,,,,($16.00),($6.00)
2017,24,"Gymboree","USA","Outlet","GY 17 SWIM 1","Spring",-1,$22.95,$14.00,$3.00,,,,,,,0,,,,($14.00),($3.00)
2017,24,"Gymboree","USA","Outlet","GY 17 SWIM 2","Spring",,$0.00,$0.00,$0.00,,,,,,,-2,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 SWIM 3","Summer",1,$16.95,$7.00,$4.00,,,,,,,-3,,,,$7.00,$4.00
2017,24,"Gymboree","USA","Outlet","GY 17 TRANS","Summer",,$0.00,$0.00,$0.00,,,,,,,-1,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 WINTER 1","Winter",,$0.00,$0.00,$0.00,,,,,,,1,,,,,
2017,24,"Gymboree","USA","Outlet","GY 17 WINTER 2","Winter",,$0.00,$0.00,$0.00,,,,,,,-1,,,,,
2017,24,"Gymboree","USA","Outlet","GY YRLY BASICS","Basics",171,$5.78,$3.23,$1.52,,,,,,,140,,,2,$553.00,$260.00
2017,24,"Gymboree","USA","Outlet","GY YRLY DENIM","Basics",,$0.00,$0.00,$0.00,,,,,,,0,,,5,,
2017,24,"Gymboree","USA","Outlet","GY YRLY UNIFORM","Basics",1,$36.95,$6.00,$8.00,,,,,,1,1,,,,$6.00,$8.00
2017,24,"Gymboree","USA","Outlet","Old","Old",21,$13.86,$5.24,$2.90,,,,,,1511,1029,,,,$110.00,$61.00
2017,24,"Gymboree","USA","Outlet","Winter 17","Winter 17",2,$27.45,$16.50,$4.50,,,,,,20,-20,,,,$33.00,$9.00
2017,24,"Gymboree","USA","Retail","GY 17 BTS","Fall",27524,$24.98,$14.34,$4.22,15305,$87733.52,$565519.75,$36.95,$5.73,78,458420,332131,11454,197723,$394687.00,$116248.00
2017,24,"Gymboree","USA","Retail","GY 17 CAP","Summer",4676,$19.69,$12.24,$3.56,,,,,,-8,63010,520799,59,69,$57218.00,$16651.00
2017,24,"Gymboree","USA","Retail","GY 17 DRSY CAP","Spring",5763,$29.63,$5.13,$4.89,,,,,,-80,127381,37601,,1064,$29592.00,$28191.00
2017,24,"Gymboree","USA","Retail","GY 17 FAL","Fall",52631,$19.98,$10.61,$3.34,513715,$1737250.60,$10632960.25,$20.70,$3.38,181,904482,1176835,17727,202427,$558281.00,$175770.00
2017,24,"Gymboree","USA","Retail","GY 17 FALL 1","Fall",1,$36.95,$28.00,$6.00,1013556,$4069975.31,$25133847.20,$24.80,$4.02,20,-1,1410843,,,$28.00,$6.00
2017,24,"Gymboree","USA","Retail","GY 17 FALL 2","Fall",1,$19.95,$15.00,$3.00,8118,$19132.50,$137600.10,$16.95,$2.36,,-11,8118,,,$15.00,$3.00
2017,24,"Gymboree","USA","Retail","GY 17 FALL 3","Fall",,$0.00,$0.00,$0.00,,,,,,,-2,,,,,
2017,24,"Gymboree","USA","Retail","GY 17 FALL 4","Fall",,$0.00,$0.00,$0.00,,,,,,,-1,,,,,
2017,24,"Gymboree","USA","Retail","GY 17 FALL BASICS","Basics",13904,$21.67,$12.37,$3.76,67364,$346549.29,$1764877.80,$26.20,$5.14,-9,483990,439594,16487,169460,$171937.00,$52256.00
2017,24,"Gymboree","USA","Retail","GY 17 HO HO SHOP","Fall",,$0.00,$0.00,$0.00,,,,,,,-2,,,,,
2017,24,"Gymboree","USA","Retail","GY 17 JAN CAP","Winter",1680,$27.18,$4.87,$4.59,,,,,,4424,61216,4636,,208,$8175.00,$7715.00
2017,24,"Gymboree","USA","Retail","GY 17 SM2","Summer",26783,$24.37,$9.88,$4.14,,,,,,34,383663,114331,1775,9877,$264720.00,$110935.00
2017,24,"Gymboree","USA","Retail","GY 17 SM3","Summer",29442,$23.93,$9.87,$3.97,,,,,,-24,395396,42122,1590,49025,$290734.00,$116920.00
2017,24,"Gymboree","USA","Retail","GY 17 SM4","Summer",17799,$22.35,$10.78,$3.66,,,,,,-40,343605,21568,9,28,$191870.00,$65134.00
2017,24,"Gymboree","USA","Retail","GY 17 SMR","Summer",45465,$18.29,$7.66,$3.05,,,,,,-120,903199,67346,5379,96208,$348202.00,$138728.00
2017,24,"Gymboree","USA","Retail","GY 17 SPR","Spring",10922,$16.48,$4.12,$2.83,,,,,,26,232688,86936,,645,$45017.00,$30902.00
2017,24,"Gymboree","USA","Retail","GY 17 SPR 1","Spring",6681,$27.96,$5.48,$4.97,,,,,,-35,135969,51103,,469,$36582.00,$33229.00
2017,24,"Gymboree","USA","Retail","GY 17 SPR 2","Spring",7224,$28.91,$5.43,$5.64,,,,,,-37,116328,11643,,544,$39222.00,$40714.00
2017,24,"Gymboree","USA","Retail","GY 17 SPR VAC","Spring",10614,$23.92,$6.62,$3.94,,,,,,-53,162539,1335,3716,75719,$70234.00,$41870.00
2017,24,"Gymboree","USA","Retail","GY 17 SPRING BASICS","Basics",20070,$19.93,$6.46,$3.66,,,,,,-21,334121,180536,13,2080,$129678.00,$73553.00
2017,24,"Gymboree","USA","Retail","GY 17 SUM 1","Spring",8403,$25.31,$5.83,$4.47,4528,$32012.96,$167309.60,$36.95,$7.07,-31,105842,20176,111,1437,$49015.00,$37520.00
2017,24,"Gymboree","USA","Retail","GY 17 SWIM 1","Spring",2900,$26.26,$7.48,$4.89,,,,,,-10,27967,355,,183,$21683.00,$14171.00
2017,24,"Gymboree","USA","Retail","GY 17 SWIM 2","Spring",7916,$24.71,$7.38,$4.81,,,,,,-20,69226,759,,213,$58402.00,$38046.00
2017,24,"Gymboree","USA","Retail","GY 17 SWIM 3","Summer",10208,$24.79,$7.85,$5.00,,,,,,-22,71384,18177,10,19,$80158.00,$51017.00
2017,24,"Gymboree","USA","Retail","GY 17 TRANS","Summer",29285,$23.55,$14.00,$4.14,,,,,,647,437997,168006,20522,33164,$409996.00,$121299.00
2017,24,"Gymboree","USA","Retail","GY WEBSTORE SKU","Other",-1,$8.00,$4.00,$2.00,,,,,,,12,0,,,($4.00),($2.00)
2017,24,"Gymboree","USA","Retail","GY YRLY BASICS","Basics",7395,$409.01,$9.04,$2.80,74880,$383208.80,$1880232.00,$25.11,$5.12,16,291192,844755,29384,35082,$66883.00,$20678.00
2017,24,"Gymboree","USA","Retail","GY YRLY DENIM","Basics",3472,$32.66,$18.59,$6.48,39327,$264234.55,$1317468.65,$33.50,$6.72,-4,203244,309595,66741,76380,$64556.00,$22513.00
2017,24,"Gymboree","USA","Retail","GY YRLY UNIFORM","Basics",1226,$28.76,$19.39,$5.97,,,,,,-6,67727,67847,2,28,$23771.00,$7319.00
2017,24,"Gymboree","USA","Retail","Old","Old",456695,$22.40,$6.83,$3.88,863151,$3620336.21,$21380910.45,$24.77,$4.19,-164976,7008794,5291255,1558444,2034368,$3119354.00,$1773523.00
2017,24,"Gymboree","USA","Retail","Winter 17","Winter 17",2762,$26.82,$4.34,$4.54,,,,,,-1647,63101,191,,,$11991.00,$12550.00
2017,24,"Gymboree","USA","Web","GY 17 BTS","Fall",9365,$24.77,$12.23,$4.29,12218,$61373.52,$344427.10,$28.19,$5.02,-55,354896,,9368,9368,$114538.00,$40181.00
2017,24,"Gymboree","USA","Web","GY 17 CAP","Summer",1456,$19.66,$10.29,$3.67,,,,,,4,226230,,1463,1469,$14979.00,$5346.00
2017,24,"Gymboree","USA","Web","GY 17 DRSY CAP","Spring",9946,$30.94,$5.50,$5.41,,,,,,-10,50473,,10203,10395,$54659.00,$53841.00
2017,24,"Gymboree","USA","Web","GY 17 FAL","Fall",24159,$19.23,$8.44,$3.17,283419,$929884.74,$6100198.05,$21.52,$3.28,-270,1024579,,24243,24268,$203932.00,$76663.00
2017,24,"Gymboree","USA","Web","GY 17 FALL 1","Fall",,$0.00,$0.00,$0.00,312334,$1303533.99,$7834232.30,$25.08,$4.17,-22,443093,,,,,
2017,24,"Gymboree","USA","Web","GY 17 FALL 2","Fall",,$0.00,$0.00,$0.00,4596,$10831.85,$77902.20,$16.95,$2.36,,4596,,,,,
2017,24,"Gymboree","USA","Web","GY 17 FALL BASICS","Basics",3685,$23.12,$11.58,$4.18,22945,$121030.20,$593772.75,$25.88,$5.27,-39,284798,,3688,3688,$42671.00,$15411.00
2017,24,"Gymboree","USA","Web","GY 17 JAN CAP","Winter",-38,$25.29,$7.45,$4.11,,,,,,-7282,3682,,23,56,($283.00),($156.00)
2017,24,"Gymboree","USA","Web","GY 17 SM2","Summer",18631,$24.57,$8.63,$4.26,,,,,,-43,222092,,18961,19165,$160744.00,$79402.00
2017,24,"Gymboree","USA","Web","GY 17 SM3","Summer",21653,$23.29,$8.10,$3.83,,,,,,-108,233378,,22001,22205,$175436.00,$83020.00
2017,24,"Gymboree","USA","Web","GY 17 SM4","Summer",10560,$22.40,$9.81,$3.74,,,,,,-5,210756,,10801,10979,$103594.00,$39488.00
2017,24,"Gymboree","USA","Web","GY 17 SMR","Summer",43382,$19.54,$6.30,$3.14,,,,,,-131,625706,,44030,44476,$273308.00,$136296.00
2017,24,"Gymboree","USA","Web","GY 17 SPR","Spring",16708,$19.88,$4.07,$3.31,,,,,,-5,175778,,16973,17106,$68007.00,$55260.00
2017,24,"Gymboree","USA","Web","GY 17 SPR 1","Spring",9778,$29.39,$5.68,$5.10,,,,,,-125,20108,,9990,10112,$55555.00,$49869.00
2017,24,"Gymboree","USA","Web","GY 17 SPR 2","Spring",4860,$29.27,$5.96,$5.53,,,,,,-90,21563,,4962,5042,$28952.00,$26870.00
2017,24,"Gymboree","USA","Web","GY 17 SPR VAC","Spring",29889,$24.26,$5.15,$4.00,,,,,,-7,100614,,30332,30562,$153848.00,$119687.00
2017,24,"Gymboree","USA","Web","GY 17 SPRING BASICS","Basics",46492,$22.74,$5.18,$4.19,,,,,,-638,342701,,47091,47353,$241037.00,$194702.00
2017,24,"Gymboree","USA","Web","GY 17 SUM 1","Spring",14155,$23.62,$4.75,$4.06,700,$4949.00,$25865.00,$36.95,$7.07,-111,45044,,14392,14525,$67287.00,$57478.00
2017,24,"Gymboree","USA","Web","GY 17 SWIM 1","Spring",9966,$26.34,$5.68,$5.20,,,,,,-152,20601,,10093,10150,$56649.00,$51819.00
2017,24,"Gymboree","USA","Web","GY 17 SWIM 2","Spring",7973,$23.46,$5.73,$4.55,,,,,,71,38219,,8093,8163,$45712.00,$36254.00
2017,24,"Gymboree","USA","Web","GY 17 SWIM 3","Summer",23387,$24.94,$5.70,$4.86,,,,,,-192,42704,,23623,23751,$133354.00,$113599.00
2017,24,"Gymboree","USA","Web","GY 17 TRANS","Summer",11336,$23.06,$12.03,$4.14,,,,,,-728,364168,,11398,11410,$136382.00,$46983.00
2017,24,"Gymboree","USA","Web","GY WEBSTORE SKU","Other",30,$10.20,$4.63,$3.50,,,,,,,1778,,31,32,$139.00,$105.00
2017,24,"Gymboree","USA","Web","GY YRLY BASICS","Basics",7395,$341.83,$7.87,$2.90,18175,$74038.88,$395066.25,$21.74,$4.07,-24,426739,,7500,7542,$58219.00,$21415.00
2017,24,"Gymboree","USA","Web","GY YRLY DENIM","Basics",2755,$31.70,$15.87,$6.29,11000,$80304.25,$362450.00,$32.95,$7.30,15,279136,,2796,2822,$43722.00,$17327.00
2017,24,"Gymboree","USA","Web","GY YRLY UNIFORM","Basics",10822,$20.36,$10.92,$4.60,,,,,,-64,434644,,10953,10988,$118179.00,$49784.00
2017,24,"Gymboree","USA","Web","Old","Old",331772,$23.54,$5.87,$4.15,233226,$919949.77,$5623570.70,$24.11,$3.94,195549,5190360,,340143,334403,$1946333.00,$1376020.00
2017,24,"Gymboree","USA","Web","Winter 17","Winter 17",561,$25.99,$5.66,$4.51,,,,,,2850,10971,,657,573,$3178.00,$2530.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 4TH OF JULY","Summer",973,$35.30,$15.86,$6.05,,,,,,-9,7590,,,,$15433.00,$5882.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 APR LAY SWIM","Seasonal Basics",174,$21.79,$9.40,$3.82,,,,,,-4,1835,,,,$1635.00,$664.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 APR SMR 1 A+B","Summer",3218,$36.77,$17.54,$6.63,,,,,,-8,36172,,373,,$56439.00,$21322.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 DEC RESORT 2","Spring",458,$37.67,$10.47,$6.92,,,,,,-4,3877,,,,$4797.00,$3168.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 DEC SWIM","Seasonal Basics",291,$35.30,$12.77,$6.37,,,,,,-2,2552,,,,$3716.00,$1855.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 DEC VDAY","Spring",105,$33.89,$13.01,$6.09,,,,,,-1,2053,,,,$1366.00,$639.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 FEB EASTER 1","Spring",1769,$41.06,$14.59,$7.83,,,,,,-27,19041,,,,$25813.00,$13857.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 FEB EASTER GIFT LAY","Spring",8,$33.38,$14.75,$7.38,,,,,,,245,,,,$118.00,$59.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 FEB SPR 2","Spring",863,$38.65,$12.93,$7.19,,,,,,-7,7891,,,,$11157.00,$6206.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 JAN SO SB1","Seasonal Basics",-2,$89.00,$67.00,$14.00,,,,,,,31,,,,($134.00),($28.00)
2017,24,"Janie & Jack","USA","Outlet","JJ 17 JAN SPR GIFTING LAYETTE","Spring",6,$36.33,$22.50,$7.33,,,,,,0,237,,,,$135.00,$44.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 JAN SPRING 1","Spring",642,$35.13,$11.27,$6.36,,,,,,-8,6345,,,,$7234.00,$4085.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 JAN SPRING TRANS","Spring",502,$36.23,$10.42,$6.17,,,,,,-5,4115,,,,$5230.00,$3099.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 JAN SWIM 2","Seasonal Basics",999,$31.60,$13.80,$5.43,,,,,,-6,10782,,,,$13791.00,$5425.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 JULY TRANS 1","Summer",2300,$38.39,$28.96,$6.81,,,,,,-11,35378,,2509,,$66603.00,$15663.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 JULY TRANS 3 GIRL ONLY","Fall",112,$40.80,$31.42,$7.96,,,,,,,12506,,12241,,$3519.00,$892.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 MAR EASTER 2 A+B","Spring",1816,$33.22,$12.73,$6.07,,,,,,-21,16776,,,,$23117.00,$11021.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 MAR SUMMER 0","Summer",1807,$34.95,$15.23,$6.27,,,,,,-6,20243,,,,$27521.00,$11323.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 SB1/YEARLY BASICS","Seasonal Basics",3152,$30.59,$16.16,$5.68,,,,,,-36,38989,,,,$50932.00,$17899.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 SB2","Seasonal Basics",381,$31.38,$24.81,$6.24,,,,,,-6,41371,,27265,,$9454.00,$2379.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 SEPT SWIM","Seasonal Basics",16,$29.00,$21.75,$5.31,,,,,,-1,136,,,,$348.00,$85.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 SMR BASICS","Seasonal Basics",244,$32.65,$21.91,$5.34,,,,,,-2,2953,,,,$5346.00,$1304.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 SUMMER 2","Summer",3181,$35.55,$18.04,$5.82,,,,,,6,35861,,1787,,$57392.00,$18502.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 SUMMER 3","Summer",2734,$34.39,$23.19,$6.21,,,,,,-7,38507,,1959,,$63403.00,$16985.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 SUMMER 4","Summer",744,$36.32,$27.19,$6.32,,,,,,-9,16187,,806,,$20228.00,$4699.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 TRANS 2","Fall",786,$36.33,$27.23,$6.82,,,,,,-4,38544,,20,,$21399.00,$5364.00
2017,24,"Janie & Jack","USA","Outlet","JJ 17 TRANS GIFTING LAY","Summer",6,$40.17,$30.33,$8.50,,,,,,,60,,,,$182.00,$51.00
2017,24,"Janie & Jack","USA","Outlet","JJ 3RD PARTY","Basics",,$0.00,$0.00,$0.00,,,,,,,5,,,,,
2017,24,"Janie & Jack","USA","Outlet","JJ SO YEARLY BASICS","Basics",11,$184.36,$11.36,$34.27,,,,,,-18,373,,,,$125.00,$377.00
2017,24,"Janie & Jack","USA","Outlet","JJ YRLY BASICS","Basics",1103,$23.77,$16.09,$4.90,,,,,,-151,65050,,3952,,$17744.00,$5404.00
2017,24,"Janie & Jack","USA","Outlet","Old","Old",37574,$36.64,$15.84,$6.79,,,,,,-127,588947,,4863,,$595160.00,$254976.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 4TH OF JULY","Summer",1712,$34.93,$17.53,$5.96,,,,,,-56,16790,246,,,$30015.00,$10207.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 APR LAY SWIM","Seasonal Basics",258,$24.29,$13.86,$4.19,,,,,,-24,3173,5,,,$3577.00,$1081.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 APR SMR 1 A+B","Summer",6059,$35.77,$17.99,$6.42,,,,,,-311,54382,1272,,373,$109028.00,$38905.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 AUG FALL 1","Fall",,$0.00,$0.00,$0.00,36215,$253731.96,$1516979.00,$41.89,$7.01,,-1,36215,,,,
2017,24,"Janie & Jack","USA","Retail","JJ 17 DEC RESORT 2","Spring",463,$34.77,$8.53,$6.45,,,,,,-147,4106,0,,,$3950.00,$2985.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 DEC SWIM","Seasonal Basics",460,$34.06,$14.24,$6.36,,,,,,-74,3814,0,,,$6549.00,$2925.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 DEC VDAY","Spring",166,$36.26,$13.80,$6.83,,,,,,-105,3907,0,,,$2291.00,$1133.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 FALL 0","Fall",,$0.00,$0.00,$0.00,15531,$109953.32,$677069.00,$43.59,$7.08,-30,-1,258193,,,,
2017,24,"Janie & Jack","USA","Retail","JJ 17 FALL GIFTING LAY","Fall",,$0.00,$0.00,$0.00,,,,,,21,0,28993,,,,
2017,24,"Janie & Jack","USA","Retail","JJ 17 FEB EASTER 1","Spring",2373,$43.04,$14.49,$8.22,,,,,,-372,27977,214,,,$34376.00,$19504.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 FEB EASTER GIFT LAY","Spring",547,$23.76,$6.35,$4.91,,,,,,-55,6609,75,,,$3476.00,$2684.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 FEB SPR 2","Spring",1195,$42.61,$15.49,$8.05,,,,,,-162,11508,45,,,$18509.00,$9618.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 JAN SO SB1","Seasonal Basics",655,$59.19,$26.52,$11.80,,,,,,-170,8823,30,,,$17370.00,$7726.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 JAN SPR GIFTING LAYETTE","Spring",199,$34.82,$17.16,$7.30,,,,,,-65,4227,0,,,$3414.00,$1452.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 JAN SPRING 1","Spring",1262,$34.22,$12.47,$6.43,,,,,,-282,14316,0,,,$15742.00,$8120.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 JAN SPRING TRANS","Spring",836,$37.77,$9.69,$6.60,,,,,,-228,6594,12,,,$8101.00,$5519.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 JAN SWIM 2","Seasonal Basics",1461,$31.69,$15.62,$5.45,,,,,,-97,12317,169,,,$22827.00,$7964.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 JULY TRANS 1","Summer",6019,$36.93,$26.67,$6.65,,,,,,-245,90188,20561,3497,6006,$160543.00,$40051.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 JULY TRANS 3 GIRL ONLY","Fall",2027,$41.54,$41.34,$8.22,,,,,,-2,26416,19709,2626,14867,$83804.00,$16668.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 MAR EASTER 2 A+B","Spring",2900,$35.44,$13.03,$6.58,,,,,,-303,27631,414,,,$37801.00,$19081.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 MAR SUMMER 0","Summer",2756,$35.07,$14.12,$6.20,,,,,,-159,22553,179,,,$38913.00,$17084.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 NOV WTR 1","Winter",,$0.00,$0.00,$0.00,,,,,,,-1,,,,,
2017,24,"Janie & Jack","USA","Retail","JJ 17 OCT HOL GIFT LAY","Winter",,$0.00,$0.00,$0.00,,,,,,,-1,,,,,
2017,24,"Janie & Jack","USA","Retail","JJ 17 OCT HOLIDAY 2","Winter",,$0.00,$0.00,$0.00,,,,,,,-2,,,,,
2017,24,"Janie & Jack","USA","Retail","JJ 17 SB1/YEARLY BASICS","Seasonal Basics",6226,$32.03,$16.51,$5.90,,,,,,-713,64643,363,,,$102804.00,$36760.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 SB2","Seasonal Basics",2686,$29.16,$28.84,$5.88,,,,,,5,79813,114588,1484,28749,$77477.00,$15794.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 SEPT SWIM","Seasonal Basics",18,$29.17,$28.67,$5.33,,,,,,0,248,0,,,$516.00,$96.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 SMR BASICS","Seasonal Basics",629,$36.58,$27.51,$6.15,,,,,,-57,8542,142,,,$17302.00,$3867.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 SO SB2","Seasonal Basics",674,$48.85,$48.20,$10.28,,,,,,-25,15348,8626,416,416,$32487.00,$6929.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 SUMMER 2","Summer",7180,$35.89,$16.64,$5.87,,,,,,-261,43311,7044,19,1806,$119495.00,$42163.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 SUMMER 2 CAP WOMENS","Summer",-11,$121.64,$104.91,$35.45,,,,,,-5,107,1,,,($1154.00),($390.00)
2017,24,"Janie & Jack","USA","Retail","JJ 17 SUMMER 3","Summer",6856,$34.10,$21.54,$6.10,,,,,,-259,75124,11468,47,2006,$147644.00,$41819.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 SUMMER 4","Summer",1952,$35.78,$24.21,$6.06,,,,,,-82,39177,3607,37,843,$47261.00,$11823.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 TRANS 2","Fall",2672,$34.91,$34.57,$6.59,,,,,,-12,84672,36693,6314,6334,$92374.00,$17616.00
2017,24,"Janie & Jack","USA","Retail","JJ 17 TRANS GIFTING LAY","Summer",516,$39.45,$29.57,$8.29,,,,,,-25,7415,87,,,$15256.00,$4279.00
2017,24,"Janie & Jack","USA","Retail","JJ 3RD PARTY","Basics",65,$35.97,$37.22,$17.66,,,,,,-8,2655,2241,,,$2419.00,$1148.00
2017,24,"Janie & Jack","USA","Retail","JJ SO YEARLY BASICS","Basics",66,$89.33,$41.33,$17.83,,,,,,-21,2096,2425,,,$2728.00,$1177.00
2017,24,"Janie & Jack","USA","Retail","JJ YRLY BASICS","Basics",2298,$25.14,$22.95,$5.32,2130,$19572.78,$83070.00,$39.00,$9.19,-601,127302,97381,1647,5599,$52742.00,$12218.00
2017,24,"Janie & Jack","USA","Retail","Old","Old",63544,$35.72,$19.09,$6.51,66988,$514925.12,$2348123.00,$35.05,$7.69,-1244,911584,565079,111667,116530,$1212755.00,$413606.00
2017,24,"Janie & Jack","USA","Retail","Winter 17","Winter 17",,,,,,,,,,,-4,,,,,
2017,24,"Janie & Jack","USA","Web","JJ 17 4TH OF JULY","Summer",4409,$37.07,$14.20,$6.18,,,,,,-34,4508,,4572,4649,$62607.00,$27257.00
2017,24,"Janie & Jack","USA","Web","JJ 17 APR LAY SWIM","Seasonal Basics",296,$25.70,$6.61,$3.94,,,,,,4,454,,308,315,$1956.00,$1165.00
2017,24,"Janie & Jack","USA","Web","JJ 17 APR SMR 1 A+B","Summer",9497,$36.87,$16.04,$6.59,,,,,,-12,34489,,9823,9954,$152300.00,$62622.00
2017,24,"Janie & Jack","USA","Web","JJ 17 AUG FALL 1","Fall",,$0.00,$0.00,$0.00,13842,$106095.59,$631972.00,$45.66,$7.66,-5,13837,,,,,
